"GEO-Cloud_001-To-Chetumal - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,4162.104,10 Aug 2014 17:39:22.104,4780.352,10 Aug 2014 17:49:40.352,618.249
2,46480.634,11 Aug 2014 05:24:40.634,47111.108,11 Aug 2014 05:35:11.108,630.475
3,52292.650,11 Aug 2014 07:01:32.650,52913.749,11 Aug 2014 07:11:53.749,621.099
4,58205.935,11 Aug 2014 08:40:05.935,58467.855,11 Aug 2014 08:44:27.855,261.920
5,80726.033,11 Aug 2014 14:55:26.033,81177.731,11 Aug 2014 15:02:57.731,451.697
6,86382.123,11 Aug 2014 16:29:42.123,86400.000,11 Aug 2014 16:30:00.000,17.877

"GEO-Cloud_013-To-Puertollano - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,23206.524,10 Aug 2014 22:56:46.524,23864.886,10 Aug 2014 23:07:44.886,658.362
2,29100.732,11 Aug 2014 00:35:00.732,29511.490,11 Aug 2014 00:41:51.490,410.758
3,62665.127,11 Aug 2014 09:54:25.127,63311.166,11 Aug 2014 10:05:11.166,646.038
4,68578.399,11 Aug 2014 11:32:58.399,69044.716,11 Aug 2014 11:40:44.716,466.317

"GEO-Cloud_013-To-Svalbard - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,5016.219,10 Aug 2014 17:53:36.219,5396.422,10 Aug 2014 17:59:56.422,380.203
2,10870.160,10 Aug 2014 19:31:10.160,11392.499,10 Aug 2014 19:39:52.499,522.339
3,16714.033,10 Aug 2014 21:08:34.033,17330.897,10 Aug 2014 21:18:50.897,616.864
4,22548.607,10 Aug 2014 22:45:48.607,23209.706,10 Aug 2014 22:56:49.706,661.099
5,28371.533,11 Aug 2014 00:22:51.533,29039.784,11 Aug 2014 00:33:59.784,668.251
6,34180.168,11 Aug 2014 01:59:40.168,34839.641,11 Aug 2014 02:10:39.641,659.473
7,39975.433,11 Aug 2014 03:36:15.433,40630.551,11 Aug 2014 03:47:10.551,655.118
8,45766.815,11 Aug 2014 05:12:46.815,46428.983,11 Aug 2014 05:23:48.983,662.167
9,51572.861,11 Aug 2014 06:49:32.861,52241.703,11 Aug 2014 07:00:41.703,668.842
10,57414.753,11 Aug 2014 08:26:54.753,58068.136,11 Aug 2014 08:37:48.136,653.382
11,63309.285,11 Aug 2014 10:05:09.285,63905.430,11 Aug 2014 10:15:05.430,596.145
12,69264.483,11 Aug 2014 11:44:24.483,69751.767,11 Aug 2014 11:52:31.767,487.284
13,75273.165,11 Aug 2014 13:24:33.165,75609.732,11 Aug 2014 13:30:09.732,336.567
14,81291.324,11 Aug 2014 15:04:51.324,81503.044,11 Aug 2014 15:08:23.044,211.720

"GEO-Cloud_013-To-Sydney - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,26295.355,10 Aug 2014 23:48:15.355,26855.990,10 Aug 2014 23:57:35.990,560.635
2,32081.590,11 Aug 2014 01:24:41.590,32676.500,11 Aug 2014 01:34:36.500,594.911
3,65682.728,11 Aug 2014 10:44:42.728,66126.832,11 Aug 2014 10:52:06.832,444.104
4,71359.518,11 Aug 2014 12:19:19.518,72006.308,11 Aug 2014 12:30:06.308,646.790

"GEO-Cloud_013-To-Troll - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,1797.461,10 Aug 2014 16:59:57.461,2383.440,10 Aug 2014 17:09:43.440,585.979
2,7537.711,10 Aug 2014 18:35:37.711,8164.957,10 Aug 2014 18:46:04.957,627.245
3,13306.969,10 Aug 2014 20:11:46.969,13971.923,10 Aug 2014 20:22:51.923,664.953
4,19143.964,10 Aug 2014 21:49:03.964,19790.937,10 Aug 2014 21:59:50.937,646.973
5,25080.244,10 Aug 2014 23:28:00.244,25607.128,10 Aug 2014 23:36:47.128,526.884
6,31180.143,11 Aug 2014 01:09:40.143,31366.176,11 Aug 2014 01:12:46.176,186.033
7,55090.855,11 Aug 2014 07:48:10.855,55397.879,11 Aug 2014 07:53:17.879,307.024
8,60878.892,11 Aug 2014 09:24:38.892,61444.502,11 Aug 2014 09:34:04.502,565.610
9,66697.439,11 Aug 2014 11:01:37.439,67355.634,11 Aug 2014 11:12:35.634,658.195
10,72514.915,11 Aug 2014 12:38:34.915,73174.559,11 Aug 2014 12:49:34.559,659.645
11,78317.303,11 Aug 2014 14:15:17.303,78933.587,11 Aug 2014 14:25:33.587,616.284
12,84091.676,11 Aug 2014 15:51:31.676,84673.326,11 Aug 2014 16:01:13.326,581.650

"GEO-Cloud_014-To-Chetumal - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,3372.745,10 Aug 2014 17:26:12.745,3681.104,10 Aug 2014 17:31:21.104,308.360
2,40861.097,11 Aug 2014 03:51:01.097,41455.377,11 Aug 2014 04:00:55.377,594.280
3,46702.199,11 Aug 2014 05:28:22.199,47190.690,11 Aug 2014 05:36:30.690,488.491
4,85447.722,11 Aug 2014 16:14:07.722,86102.451,11 Aug 2014 16:25:02.451,654.728

"GEO-Cloud_014-To-Cordoba - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,30198.572,11 Aug 2014 00:53:18.572,30438.331,11 Aug 2014 00:57:18.331,239.759
2,35752.567,11 Aug 2014 02:25:52.567,36411.110,11 Aug 2014 02:36:51.110,658.543
3,78804.644,11 Aug 2014 14:23:24.644,79411.556,11 Aug 2014 14:33:31.556,606.911
4,84632.504,11 Aug 2014 16:00:32.504,85166.865,11 Aug 2014 16:09:26.865,534.361

"GEO-Cloud_014-To-Dubai - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,5564.752,10 Aug 2014 18:02:44.752,6082.874,10 Aug 2014 18:11:22.874,518.122
2,11328.727,10 Aug 2014 19:38:48.727,11921.493,10 Aug 2014 19:48:41.493,592.765
3,50331.195,11 Aug 2014 06:28:51.195,50988.995,11 Aug 2014 06:39:48.995,657.801

"GEO-Cloud_014-To-Irkutsk - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,4993.380,10 Aug 2014 17:53:13.380,5467.771,10 Aug 2014 18:01:07.771,474.391
2,33251.692,11 Aug 2014 01:44:11.692,33847.244,11 Aug 2014 01:54:07.244,595.552
3,39023.931,11 Aug 2014 03:20:23.931,39669.796,11 Aug 2014 03:31:09.796,645.865
4,45155.450,11 Aug 2014 05:02:35.450,45291.380,11 Aug 2014 05:04:51.380,135.929
5,81402.759,11 Aug 2014 15:06:42.759,81998.758,11 Aug 2014 15:16:38.758,595.999

"GEO-Cloud_014-To-Kourou - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,29589.768,11 Aug 2014 00:43:09.768,29751.216,11 Aug 2014 00:45:51.216,161.448
2,35143.496,11 Aug 2014 02:15:43.496,35785.020,11 Aug 2014 02:26:25.020,641.523
3,73631.016,11 Aug 2014 12:57:11.016,74107.098,11 Aug 2014 13:05:07.098,476.082
4,79369.335,11 Aug 2014 14:32:49.335,79947.625,11 Aug 2014 14:42:27.625,578.290

"GEO-Cloud_014-To-Krugersdorp - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,12209.280,10 Aug 2014 19:53:29.280,12840.933,10 Aug 2014 20:04:00.933,631.653
2,18131.877,10 Aug 2014 21:32:11.877,18540.040,10 Aug 2014 21:39:00.040,408.163
3,55461.329,11 Aug 2014 07:54:21.329,55985.739,11 Aug 2014 08:03:05.739,524.409
4,61229.959,11 Aug 2014 09:30:29.959,61819.103,11 Aug 2014 09:40:19.103,589.144

"GEO-Cloud_014-To-Malaysia - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,0.000,10 Aug 2014 16:30:00.000,511.800,10 Aug 2014 16:38:31.800,511.800
2,38265.238,11 Aug 2014 03:07:45.238,38877.693,11 Aug 2014 03:17:57.693,612.454
3,44171.750,11 Aug 2014 04:46:11.750,44554.303,11 Aug 2014 04:52:34.303,382.552
4,82192.678,11 Aug 2014 15:19:52.678,82828.234,11 Aug 2014 15:30:28.234,635.556

"GEO-Cloud_014-To-Prince_Albert - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,3813.087,10 Aug 2014 17:33:33.087,4441.519,10 Aug 2014 17:44:01.519,628.432
2,46141.702,11 Aug 2014 05:19:01.702,46762.309,11 Aug 2014 05:29:22.309,620.607
3,51948.820,11 Aug 2014 06:55:48.820,52578.686,11 Aug 2014 07:06:18.686,629.866
4,57850.193,11 Aug 2014 08:34:10.193,58153.237,11 Aug 2014 08:39:13.237,303.044
5,80401.616,11 Aug 2014 14:50:01.616,80829.283,11 Aug 2014 14:57:09.283,427.667
6,86043.247,11 Aug 2014 16:24:03.247,86400.000,11 Aug 2014 16:30:00.000,356.753

"GEO-Cloud_014-To-Puertollano - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,22866.590,10 Aug 2014 22:51:06.590,23521.242,10 Aug 2014 23:02:01.242,654.652
2,28744.998,11 Aug 2014 00:29:04.998,29193.212,11 Aug 2014 00:36:33.212,448.214
3,62329.125,11 Aug 2014 09:48:49.125,62967.041,11 Aug 2014 09:59:27.041,637.916
4,68216.490,11 Aug 2014 11:26:56.490,68717.461,11 Aug 2014 11:35:17.461,500.972

"GEO-Cloud_014-To-Svalbard - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,4671.515,10 Aug 2014 17:47:51.515,5042.418,10 Aug 2014 17:54:02.418,370.903
2,10526.227,10 Aug 2014 19:25:26.227,11041.383,10 Aug 2014 19:34:01.383,515.156
3,16370.624,10 Aug 2014 21:02:50.624,16983.392,10 Aug 2014 21:13:03.392,612.768
4,22205.792,10 Aug 2014 22:40:05.792,22865.499,10 Aug 2014 22:51:05.499,659.707
5,28029.489,11 Aug 2014 00:17:09.489,28697.986,11 Aug 2014 00:28:17.986,668.497
6,33838.999,11 Aug 2014 01:53:58.999,34499.029,11 Aug 2014 02:04:59.029,660.030
7,39634.889,11 Aug 2014 03:30:34.889,40289.923,11 Aug 2014 03:41:29.923,655.033
8,45426.054,11 Aug 2014 05:07:06.054,46087.628,11 Aug 2014 05:18:07.628,661.574
9,51230.638,11 Aug 2014 06:43:50.638,51899.478,11 Aug 2014 06:54:59.478,668.841
10,57069.886,11 Aug 2014 08:21:09.886,57725.184,11 Aug 2014 08:32:05.184,655.298
11,62961.000,11 Aug 2014 09:59:21.000,63561.910,11 Aug 2014 10:09:21.910,600.911
12,68912.632,11 Aug 2014 11:38:32.632,69407.712,11 Aug 2014 11:46:47.712,495.080
13,74918.826,11 Aug 2014 13:18:38.826,75264.722,11 Aug 2014 13:24:24.722,345.897
14,80939.001,11 Aug 2014 14:58:59.001,81154.257,11 Aug 2014 15:02:34.257,215.256

"GEO-Cloud_014-To-Sydney - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,25964.938,10 Aug 2014 23:42:44.938,26499.429,10 Aug 2014 23:51:39.429,534.491
2,31734.431,11 Aug 2014 01:18:54.431,32345.219,11 Aug 2014 01:29:05.219,610.788
3,65366.403,11 Aug 2014 10:39:26.403,65768.668,11 Aug 2014 10:46:08.668,402.265
4,71014.486,11 Aug 2014 12:13:34.486,71667.630,11 Aug 2014 12:24:27.630,653.144

"GEO-Cloud_014-To-Troll - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,1459.868,10 Aug 2014 16:54:19.868,2044.469,10 Aug 2014 17:04:04.469,584.601
2,7199.777,10 Aug 2014 18:29:59.777,7824.139,10 Aug 2014 18:40:24.139,624.363
3,12966.160,10 Aug 2014 20:06:06.160,13629.975,10 Aug 2014 20:17:09.975,663.815
4,18798.274,10 Aug 2014 21:43:18.274,19448.653,10 Aug 2014 21:54:08.653,650.379
5,24727.780,10 Aug 2014 23:22:07.780,25265.590,10 Aug 2014 23:31:05.590,537.810
6,30810.804,11 Aug 2014 01:03:30.804,31035.157,11 Aug 2014 01:07:15.157,224.353
7,54754.380,11 Aug 2014 07:42:34.380,55035.031,11 Aug 2014 07:47:15.031,280.651
8,60537.101,11 Aug 2014 09:18:57.101,61093.335,11 Aug 2014 09:28:13.335,556.234
9,66355.160,11 Aug 2014 10:55:55.160,67010.870,11 Aug 2014 11:06:50.870,655.710
10,72173.100,11 Aug 2014 12:32:53.100,72834.380,11 Aug 2014 12:43:54.380,661.280
11,77976.755,11 Aug 2014 14:09:36.755,78595.891,11 Aug 2014 14:19:55.891,619.136
12,83753.023,11 Aug 2014 15:45:53.023,84335.557,11 Aug 2014 15:55:35.557,582.534

"GEO-Cloud_015-To-Chetumal - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,2993.436,10 Aug 2014 17:19:53.436,3375.052,10 Aug 2014 17:26:15.052,381.616
2,40530.353,11 Aug 2014 03:45:30.353,41102.191,11 Aug 2014 03:55:02.191,571.838
3,46345.884,11 Aug 2014 05:22:25.884,46869.005,11 Aug 2014 05:31:09.005,523.121
4,85105.762,11 Aug 2014 16:08:25.762,85762.312,11 Aug 2014 16:19:22.312,656.550

"GEO-Cloud_015-To-Cordoba - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,29926.953,11 Aug 2014 00:48:46.953,30037.152,11 Aug 2014 00:50:37.152,110.199
2,35411.529,11 Aug 2014 02:20:11.529,36069.757,11 Aug 2014 02:31:09.757,658.227
3,41518.859,11 Aug 2014 04:01:58.859,41624.946,11 Aug 2014 04:03:44.946,106.087
4,78470.810,11 Aug 2014 14:17:50.810,79059.584,11 Aug 2014 14:27:39.584,588.774
5,84281.535,11 Aug 2014 15:54:41.535,84840.496,11 Aug 2014 16:04:00.496,558.961

"GEO-Cloud_015-To-Dubai - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,5239.837,10 Aug 2014 17:57:19.837,5721.634,10 Aug 2014 18:05:21.634,481.798
2,10980.409,10 Aug 2014 19:33:00.409,11590.643,10 Aug 2014 19:43:10.643,610.234
3,49990.929,11 Aug 2014 06:23:10.929,50647.344,11 Aug 2014 06:34:07.344,656.416

"GEO-Cloud_015-To-Irkutsk - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,4645.637,10 Aug 2014 17:47:25.637,5141.247,10 Aug 2014 17:55:41.247,495.610
2,32919.289,11 Aug 2014 01:38:39.289,33502.150,11 Aug 2014 01:48:22.150,582.861
3,38677.748,11 Aug 2014 03:14:37.748,39329.628,11 Aug 2014 03:25:29.628,651.880
4,44755.980,11 Aug 2014 04:55:55.980,44994.439,11 Aug 2014 04:59:54.439,238.459
5,81065.471,11 Aug 2014 15:01:05.471,81646.464,11 Aug 2014 15:10:46.464,580.993

"GEO-Cloud_015-To-Kourou - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,34799.036,11 Aug 2014 02:09:59.036,35448.200,11 Aug 2014 02:20:48.200,649.164
2,73314.858,11 Aug 2014 12:51:54.858,73743.591,11 Aug 2014 12:59:03.591,428.733
3,79017.456,11 Aug 2014 14:26:57.456,79617.584,11 Aug 2014 14:36:57.584,600.128

"GEO-Cloud_015-To-Krugersdorp - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,11875.635,10 Aug 2014 19:47:55.635,12494.644,10 Aug 2014 19:58:14.644,619.009
2,17763.963,10 Aug 2014 21:26:03.963,18221.056,10 Aug 2014 21:33:41.056,457.092
3,55135.617,11 Aug 2014 07:48:55.617,55625.239,11 Aug 2014 07:57:05.239,489.622
4,60881.513,11 Aug 2014 09:24:41.513,61488.485,11 Aug 2014 09:34:48.485,606.972

"GEO-Cloud_015-To-Malaysia - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,0.000,10 Aug 2014 16:30:00.000,186.380,10 Aug 2014 16:33:06.380,186.380
2,37934.198,11 Aug 2014 03:02:14.198,38527.719,11 Aug 2014 03:12:07.719,593.521
3,43802.519,11 Aug 2014 04:40:02.519,44242.318,11 Aug 2014 04:47:22.318,439.799
4,81858.306,11 Aug 2014 15:14:18.306,82480.956,11 Aug 2014 15:24:40.956,622.650

"GEO-Cloud_015-To-Prince_Albert - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,3464.883,10 Aug 2014 17:27:44.883,4102.089,10 Aug 2014 17:38:22.089,637.206
2,45803.079,11 Aug 2014 05:13:23.079,46412.327,11 Aug 2014 05:23:32.327,609.249
3,51605.074,11 Aug 2014 06:50:05.074,52242.708,11 Aug 2014 07:00:42.708,637.634
4,57496.731,11 Aug 2014 08:28:16.731,57835.533,11 Aug 2014 08:33:55.533,338.802
5,80078.340,11 Aug 2014 14:44:38.340,80479.878,11 Aug 2014 14:51:19.878,401.538
6,85704.963,11 Aug 2014 16:18:24.963,86355.565,11 Aug 2014 16:29:15.565,650.602

"GEO-Cloud_015-To-Puertollano - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,22527.202,10 Aug 2014 22:45:27.202,23176.207,10 Aug 2014 22:56:16.207,649.004
2,28391.211,11 Aug 2014 00:23:11.211,28872.043,11 Aug 2014 00:31:12.043,480.832
3,61994.185,11 Aug 2014 09:43:14.185,62622.083,11 Aug 2014 09:53:42.083,627.899
4,67857.211,11 Aug 2014 11:20:57.211,68387.800,11 Aug 2014 11:29:47.800,530.589

"GEO-Cloud_015-To-Svalbard - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,4326.568,10 Aug 2014 17:42:06.568,4688.140,10 Aug 2014 17:48:08.140,361.572
2,10182.102,10 Aug 2014 19:19:42.102,10689.898,10 Aug 2014 19:28:09.898,507.796
3,16027.022,10 Aug 2014 20:57:07.022,16635.510,10 Aug 2014 21:07:15.510,608.489
4,21862.778,10 Aug 2014 22:34:22.778,22520.955,10 Aug 2014 22:45:20.955,658.177
5,27687.237,11 Aug 2014 00:11:27.237,28355.914,11 Aug 2014 00:22:35.914,668.677
6,33497.622,11 Aug 2014 01:48:17.622,34158.218,11 Aug 2014 01:59:18.218,660.596
7,39294.166,11 Aug 2014 03:24:54.166,39949.160,11 Aug 2014 03:35:49.160,654.994
8,45085.177,11 Aug 2014 05:01:25.177,45746.165,11 Aug 2014 05:12:26.165,660.987
9,50888.371,11 Aug 2014 06:38:08.371,51557.140,11 Aug 2014 06:49:17.140,668.769
10,56725.042,11 Aug 2014 08:15:25.042,57382.103,11 Aug 2014 08:26:22.103,657.061
11,62612.763,11 Aug 2014 09:53:32.763,63218.256,11 Aug 2014 10:03:38.256,605.493
12,68560.807,11 Aug 2014 11:32:40.807,69063.529,11 Aug 2014 11:41:03.529,502.722
13,74564.393,11 Aug 2014 13:12:44.393,74919.640,11 Aug 2014 13:18:39.640,355.247
14,80586.161,11 Aug 2014 14:53:06.161,80805.695,11 Aug 2014 14:56:45.695,219.534

"GEO-Cloud_015-To-Sydney - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,25636.413,10 Aug 2014 23:37:16.413,26140.153,10 Aug 2014 23:45:40.153,503.739
2,31388.047,11 Aug 2014 01:13:08.047,32012.302,11 Aug 2014 01:23:32.302,624.256
3,65054.325,11 Aug 2014 10:34:14.325,65406.570,11 Aug 2014 10:40:06.570,352.245
4,70670.648,11 Aug 2014 12:07:50.648,71327.929,11 Aug 2014 12:18:47.929,657.281

"GEO-Cloud_015-To-Troll - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,1122.060,10 Aug 2014 16:48:42.060,1705.451,10 Aug 2014 16:58:25.451,583.391
2,6861.776,10 Aug 2014 18:24:21.776,7483.258,10 Aug 2014 18:34:43.258,621.482
3,12625.419,10 Aug 2014 20:00:25.419,13287.913,10 Aug 2014 20:11:27.913,662.494
4,18452.756,10 Aug 2014 21:37:32.756,19106.204,10 Aug 2014 21:48:26.204,653.448
5,24375.620,10 Aug 2014 23:16:15.620,24923.795,10 Aug 2014 23:25:23.795,548.175
6,30444.352,11 Aug 2014 00:57:24.352,30701.287,11 Aug 2014 01:01:41.287,256.934
7,54419.045,11 Aug 2014 07:36:59.045,54670.346,11 Aug 2014 07:41:10.346,251.301
8,60195.230,11 Aug 2014 09:13:15.230,60741.551,11 Aug 2014 09:22:21.551,546.321
9,66012.711,11 Aug 2014 10:50:12.711,66665.624,11 Aug 2014 11:01:05.624,652.912
10,71831.075,11 Aug 2014 12:27:11.075,72493.824,11 Aug 2014 12:38:13.824,662.749
11,77635.949,11 Aug 2014 14:03:55.949,78257.959,11 Aug 2014 14:14:17.959,622.009
12,83414.098,11 Aug 2014 15:40:14.098,83997.698,11 Aug 2014 15:49:57.698,583.599

"GEO-Cloud_016-To-Chetumal - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,2622.779,10 Aug 2014 17:13:42.779,3060.584,10 Aug 2014 17:21:00.584,437.804
2,40201.752,11 Aug 2014 03:40:01.752,40746.596,11 Aug 2014 03:49:06.596,544.844
3,45992.017,11 Aug 2014 05:16:32.017,46544.413,11 Aug 2014 05:25:44.413,552.395
4,84765.323,11 Aug 2014 16:02:45.323,85420.978,11 Aug 2014 16:13:40.978,655.655

"GEO-Cloud_016-To-Cordoba - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,35071.822,11 Aug 2014 02:14:31.822,35727.560,11 Aug 2014 02:25:27.560,655.738
2,41100.224,11 Aug 2014 03:55:00.224,41353.617,11 Aug 2014 03:59:13.617,253.393
3,78138.469,11 Aug 2014 14:12:18.469,78705.665,11 Aug 2014 14:21:45.665,567.196
4,83931.928,11 Aug 2014 15:48:51.928,84512.197,11 Aug 2014 15:58:32.197,580.269

"GEO-Cloud_016-To-Dubai - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,4918.462,10 Aug 2014 17:51:58.462,5356.477,10 Aug 2014 17:59:16.477,438.015
2,10633.336,10 Aug 2014 19:27:13.336,11258.065,10 Aug 2014 19:37:38.065,624.730
3,49652.105,11 Aug 2014 06:17:32.105,50304.678,11 Aug 2014 06:28:24.678,652.573
4,55695.690,11 Aug 2014 07:58:15.690,55898.302,11 Aug 2014 08:01:38.302,202.612

"GEO-Cloud_016-To-Irkutsk - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,4298.453,10 Aug 2014 17:41:38.453,4813.651,10 Aug 2014 17:50:13.651,515.198
2,32587.737,11 Aug 2014 01:33:07.737,33156.730,11 Aug 2014 01:42:36.730,568.993
3,38332.460,11 Aug 2014 03:08:52.460,38989.103,11 Aug 2014 03:19:49.103,656.643
4,44374.631,11 Aug 2014 04:49:34.631,44680.053,11 Aug 2014 04:54:40.053,305.422
5,80728.872,11 Aug 2014 14:55:28.872,81292.910,11 Aug 2014 15:04:52.910,564.039

"GEO-Cloud_016-To-Kourou - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,34456.053,11 Aug 2014 02:04:16.053,35109.770,11 Aug 2014 02:15:09.770,653.717
2,73004.710,11 Aug 2014 12:46:44.710,73374.349,11 Aug 2014 12:52:54.349,369.639
3,78667.641,11 Aug 2014 14:21:07.641,79285.504,11 Aug 2014 14:31:25.504,617.863

"GEO-Cloud_016-To-Krugersdorp - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,11543.633,10 Aug 2014 19:42:23.633,12147.192,10 Aug 2014 19:52:27.192,603.559
2,17400.611,10 Aug 2014 21:20:00.611,17897.898,10 Aug 2014 21:28:17.898,497.286
3,54813.208,11 Aug 2014 07:43:33.208,55261.054,11 Aug 2014 07:51:01.054,447.847
4,60534.307,11 Aug 2014 09:18:54.307,61156.135,11 Aug 2014 09:29:16.135,621.828

"GEO-Cloud_016-To-Malaysia - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,37605.335,11 Aug 2014 02:56:45.335,38175.715,11 Aug 2014 03:06:15.715,570.380
2,43438.883,11 Aug 2014 04:33:58.883,43924.631,11 Aug 2014 04:42:04.631,485.748
3,81525.752,11 Aug 2014 15:08:45.752,82131.875,11 Aug 2014 15:18:51.875,606.123

"GEO-Cloud_016-To-Prince_Albert - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,3117.613,10 Aug 2014 17:21:57.613,3762.263,10 Aug 2014 17:32:42.263,644.650
2,9239.412,10 Aug 2014 19:03:59.412,9396.712,10 Aug 2014 19:06:36.712,157.300
3,45464.973,11 Aug 2014 05:07:44.973,46061.283,11 Aug 2014 05:17:41.283,596.310
4,51261.564,11 Aug 2014 06:44:21.564,51905.981,11 Aug 2014 06:55:05.981,644.417
5,57144.979,11 Aug 2014 08:22:24.979,57515.630,11 Aug 2014 08:28:35.630,370.651
6,79756.545,11 Aug 2014 14:39:16.545,80129.486,11 Aug 2014 14:45:29.486,372.941
7,85367.427,11 Aug 2014 16:12:47.427,86012.320,11 Aug 2014 16:23:32.320,644.892

"GEO-Cloud_016-To-Puertollano - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,22188.574,10 Aug 2014 22:39:48.574,22829.893,10 Aug 2014 22:50:29.893,641.319
2,28039.107,11 Aug 2014 00:17:19.107,28548.579,11 Aug 2014 00:25:48.579,509.472
3,61660.488,11 Aug 2014 09:37:40.488,62276.432,11 Aug 2014 09:47:56.432,615.944
4,67500.311,11 Aug 2014 11:15:00.311,68056.310,11 Aug 2014 11:24:16.310,555.999

"GEO-Cloud_016-To-Svalbard - Access","Start Time (EpSec)","Start Time (UTCG)","Stop Time (EpSec)","Stop Time (UTCG)","Duration (sec)"
1,3981.546,10 Aug 2014 17:36:21.546,4333.763,10 Aug 2014 17:42:13.763,352.218
2,9837.946,10 Aug 2014 19:13:57.946,10338.208,10 Aug 2014 19:22:18.208,500.263
3,15683.389,10 Aug 2014 20:51:23.389,16287.417,10 Aug 2014 21:01:27.417,604.029
4,21519.725,10 Aug 2014 22:28:39.725,22176.230,10 Aug 2014 22:39:36.230,656.504
